relation test,relation train,#evolve,#rel_test,percentage
Make statement,Sign formal agreement,9964,7736,1.2880041365046535
Make statement,Express intent to cooperate economically,883,7736,0.1141416752843847
Make statement,Use tactics of violent repression,86,7736,0.011116856256463288
Make statement,Meet at a 'third' location,2350,7736,0.3037745604963806
Make statement,Halt negotiations,839,7736,0.10845398138572906
Make statement,Express intent to settle dispute,1129,7736,0.14594105480868666
Make statement,Give ultimatum,563,7736,0.07277662874870734
Make statement,Engage in diplomatic cooperation,11008,7736,1.4229576008273008
Make statement,Demand diplomatic cooperation (such as policy support),1930,7736,0.24948293691830403
Make statement,"Reject proposal to meet, discuss, or negotiate",1151,7736,0.14878490175801448
Make statement,Mediate,132,7736,0.017063081695966906
Make statement,Demand material cooperation,74,7736,0.009565667011375388
Make statement,"Reject plan, agreement to settle dispute",717,7736,0.09268355739400207
Make statement,Defend verbally,186,7736,0.024043433298862462
Make statement,Consider policy option,1557,7736,0.2012668045501551
Make statement,Appeal to others to settle dispute,86,7736,0.011116856256463288
Make statement,Appeal for easing of political dissent,3,7736,0.00038779731127197516
Make statement,Impose state of emergency or martial law,540,7736,0.06980351602895553
Make statement,"Demand meeting, negotiation",233,7736,0.03011892450879007
Make statement,Reject request for change in leadership,10,7736,0.0012926577042399173
Make statement,Demonstrate military or police power,552,7736,0.07135470527404343
Make statement,Ease state of emergency or martial law,160,7736,0.020682523267838676
Make statement,Increase police alert status,218,7736,0.028179937952430196
Make statement,Threaten to impose curfew,21,7736,0.0027145811789038264
Make statement,Express intent to de-escalate military engagement,1658,7736,0.2143226473629783
Make statement,Mobilize or increase police power,457,7736,0.05907445708376422
Make statement,Destroy property,32,7736,0.004136504653567736
Make statement,"Defy norms, law",314,7736,0.0405894519131334
Make statement,Retreat or surrender militarily,827,7736,0.10690279214064116
Make statement,"Obstruct passage, block",8,7736,0.001034126163391934
Make statement,Cooperate economically,1125,7736,0.1454239917269907
Make statement,Mobilize or increase armed forces,698,7736,0.09022750775594622
Make statement,Express intent to provide military protection or peacekeeping,17,7736,0.0021975180972078593
Make statement,Provide military protection or peacekeeping,208,7736,0.02688728024819028
Make statement,Receive deployment of peacekeepers,350,7736,0.0452430196483971
Make statement,Accuse of aggression,31,7736,0.004007238883143744
Make statement,"Declare truce, ceasefire",427,7736,0.055196483971044465
Make statement,"Impose embargo, boycott, or sanctions",2133,7736,0.27572388831437433
Make statement,Appeal for target to allow international involvement (non-mediation),0,7736,0.0
Make statement,"Ease economic sanctions, boycott, embargo",52,7736,0.00672182006204757
Make statement,Threaten to reduce or break relations,77,7736,0.009953464322647362
Make statement,"Threaten with sanctions, boycott, embargo",164,7736,0.021199586349534644
Make statement,Appeal for military protection or peacekeeping,2,7736,0.0002585315408479835
Make statement,Express intent to change policy,81,7736,0.01047052740434333
Make statement,Expel or withdraw peacekeepers,5,7736,0.0006463288521199586
Make statement,"Accede to demands for change in institutions, regime",1,7736,0.00012926577042399174
Make statement,Accede to requests or demands for political reform,18,7736,0.002326783867631851
Make statement,Demand military aid,1,7736,0.00012926577042399174
Make statement,Seize or damage property,73,7736,0.009436401240951396
Make statement,Demand policy change,76,7736,0.00982419855222337
Make statement,Demand rights,5,7736,0.0006463288521199586
Make statement,fight with artillery and tanks,195,7736,0.025206825232678386
Make statement,Violate ceasefire,7,7736,0.0009048603929679421
Make statement,Demand economic cooperation,21,7736,0.0027145811789038264
Make statement,Accede to demands for change in policy,140,7736,0.01809720785935884
Make statement,Appeal to yield,182,7736,0.023526370217166494
Make statement,Demand judicial cooperation,28,7736,0.0036194415718717684
Make statement,Express intent to institute political reform,77,7736,0.009953464322647362
Make statement,"Express intent to ease economic sanctions, boycott, or embargo",19,7736,0.0024560496380558426
Make statement,Reduce or stop economic assistance,209,7736,0.027016546018614272
Make statement,"Refuse to ease economic sanctions, boycott, or embargo",83,7736,0.010729058945191314
Make statement,Receive inspectors,8,7736,0.001034126163391934
Make statement,Reject economic cooperation,73,7736,0.009436401240951396
Make statement,Demand release of persons or property,14,7736,0.0018097207859358842
Make statement,Demand settling of dispute,67,7736,0.008660806618407445
Make statement,"Demand change in institutions, regime",47,7736,0.0060754912099276115
Make statement,Refuse to de-escalate military engagement,83,7736,0.010729058945191314
Make statement,Confiscate property,1712,7736,0.22130299896587383
Make statement,Express intent to cooperate militarily,263,7736,0.03399689762150982
Make statement,Reject military cooperation,1,7736,0.00012926577042399174
Make statement,Veto,8,7736,0.001034126163391934
Make statement,Threaten to halt negotiations,21,7736,0.0027145811789038264
Make statement,Reduce or stop material aid,40,7736,0.005170630816959669
Make statement,Impose curfew,38,7736,0.004912099276111685
Make statement,Threaten to impose state of emergency or martial law,0,7736,0.0
Make statement,Reject judicial cooperation,14,7736,0.0018097207859358842
Make statement,Express intent to cooperate on intelligence,30,7736,0.0038779731127197518
Make statement,Expel or withdraw,31,7736,0.004007238883143744
Make statement,Reduce or stop military assistance,82,7736,0.010599793174767322
Make statement,Reject request for military protection or peacekeeping,8,7736,0.001034126163391934
Make statement,Appeal for military cooperation,1,7736,0.00012926577042399174
Make statement,Reject mediation,5,7736,0.0006463288521199586
Make statement,"Express intent to change institutions, regime",14,7736,0.0018097207859358842
Make statement,Forgive,16,7736,0.002068252326783868
Make statement,Demand easing of administrative sanctions,12,7736,0.0015511892450879006
Make statement,Ease military blockade,0,7736,0.0
Make statement,Threaten to reduce or stop aid,21,7736,0.0027145811789038264
Make statement,Demand material aid,5,7736,0.0006463288521199586
Make statement,Express intent to allow international involvement (non-mediation),1,7736,0.00012926577042399174
Make statement,Threaten to halt international involvement (non-mediation),0,7736,0.0
Make statement,"Reject request for change in institutions, regime",0,7736,0.0
Make statement,Detonate nuclear weapons,0,7736,0.0
Make statement,"Use chemical, biological, or radiological weapons",6,7736,0.0007755946225439503
Make statement,Reject request for humanitarian aid,3,7736,0.00038779731127197516
Make statement,Reject request or demand for political reform,0,7736,0.0
Make statement,Reject request for rights,2,7736,0.0002585315408479835
Make statement,Reject request for policy change,3,7736,0.00038779731127197516
Make statement,Threaten to halt mediation,0,7736,0.0
Make statement,Allow humanitarian access,0,7736,0.0
Consult,Express intent to meet or negotiate,87633,4925,17.793502538071067
Consult,Express intent to engage in diplomatic cooperation (such as policy support),37914,4925,7.6982741116751265
Consult,Reduce or break diplomatic relations,2020,4925,0.4101522842639594
Consult,Engage in negotiation,43119,4925,8.7551269035533
Consult,Express intent to cooperate,73810,4925,14.986802030456852
Consult,Sign formal agreement,36586,4925,7.4286294416243654
Consult,Express intent to cooperate economically,1629,4925,0.33076142131979697
Consult,Meet at a 'third' location,7254,4925,1.4728934010152284
Consult,Halt negotiations,2587,4925,0.5252791878172589
Consult,Express intent to settle dispute,3395,4925,0.6893401015228426
Consult,Engage in diplomatic cooperation,39048,4925,7.928527918781726
Consult,"Reject proposal to meet, discuss, or negotiate",2312,4925,0.46944162436548226
Consult,Demand material cooperation,414,4925,0.08406091370558376
Consult,"Reject plan, agreement to settle dispute",2574,4925,0.5226395939086295
Consult,Appeal to others to settle dispute,106,4925,0.02152284263959391
Consult,Impose state of emergency or martial law,29,4925,0.005888324873096447
Consult,Demonstrate military or police power,320,4925,0.0649746192893401
Consult,Ease state of emergency or martial law,0,4925,0.0
Consult,Threaten to impose curfew,1,4925,0.0002030456852791878
Consult,Express intent to de-escalate military engagement,114,4925,0.02314720812182741
Consult,"Defy norms, law",219,4925,0.04446700507614213
Consult,Cooperate economically,2383,4925,0.48385786802030456
Consult,Express intent to provide military protection or peacekeeping,41,4925,0.008324873096446701
Consult,Provide military protection or peacekeeping,206,4925,0.04182741116751269
Consult,Receive deployment of peacekeepers,243,4925,0.04934010152284264
Consult,"Declare truce, ceasefire",1260,4925,0.25583756345177666
Consult,"Impose embargo, boycott, or sanctions",688,4925,0.13969543147208122
Consult,Appeal for target to allow international involvement (non-mediation),0,4925,0.0
Consult,"Threaten with sanctions, boycott, embargo",65,4925,0.013197969543147208
Consult,Express intent to change policy,49,4925,0.009949238578680204
Consult,Demand humanitarian aid,0,4925,0.0
Consult,Express intent to engage in material cooperation,96,4925,0.01949238578680203
Consult,Accede to requests or demands for political reform,6,4925,0.001218274111675127
Consult,Demand policy change,1,4925,0.0002030456852791878
Consult,Demand economic cooperation,0,4925,0.0
Consult,Accede to demands for change in policy,80,4925,0.016243654822335026
Consult,Reduce or stop economic assistance,610,4925,0.12385786802030457
Consult,Receive inspectors,16,4925,0.003248730964467005
Consult,Reject economic cooperation,61,4925,0.012385786802030457
Consult,Demand settling of dispute,31,4925,0.006294416243654823
Consult,Express intent to cooperate militarily,1110,4925,0.22538071065989848
Consult,Reject military cooperation,0,4925,0.0
Consult,Veto,3,4925,0.0006091370558375635
Consult,Threaten to halt negotiations,9,4925,0.0018274111675126903
Consult,Impose curfew,3,4925,0.0006091370558375635
Consult,Threaten to impose state of emergency or martial law,0,4925,0.0
Consult,Reject judicial cooperation,97,4925,0.019695431472081217
Consult,Express intent to cooperate on intelligence,123,4925,0.0249746192893401
Consult,Expel or withdraw,0,4925,0.0
Consult,Reject request for military protection or peacekeeping,2,4925,0.0004060913705583756
Consult,Appeal for military cooperation,1,4925,0.0002030456852791878
Consult,Reject mediation,4,4925,0.0008121827411167512
Consult,"Express intent to change institutions, regime",4,4925,0.0008121827411167512
Consult,Threaten to reduce or stop aid,174,4925,0.03532994923857868
Consult,Demand material aid,4,4925,0.0008121827411167512
Consult,Express intent to allow international involvement (non-mediation),1,4925,0.0002030456852791878
Consult,Threaten to halt international involvement (non-mediation),0,4925,0.0
Consult,Conduct strike or boycott for leadership change,0,4925,0.0
Consult,"Reject request for change in institutions, regime",0,4925,0.0
Consult,"Use chemical, biological, or radiological weapons",2,4925,0.0004060913705583756
Consult,Reject request for humanitarian aid,37,4925,0.007512690355329949
Consult,Reject request or demand for political reform,0,4925,0.0
Consult,Allow humanitarian access,0,4925,0.0
Criticize or denounce,Demand,6585,1400,4.703571428571428
Criticize or denounce,Threaten,3426,1400,2.447142857142857
Criticize or denounce,Make pessimistic comment,4320,1400,3.085714285714286
Make an appeal or request,Criticize or denounce,36228,2601,13.928489042675894
Criticize or denounce,Express intent to cooperate,21301,1400,15.215
Criticize or denounce,Halt negotiations,967,1400,0.6907142857142857
Criticize or denounce,Express intent to settle dispute,1156,1400,0.8257142857142857
Criticize or denounce,Give ultimatum,543,1400,0.38785714285714284
Criticize or denounce,Demand diplomatic cooperation (such as policy support),470,1400,0.3357142857142857
Criticize or denounce,Complain officially,714,1400,0.51
Criticize or denounce,Demand material cooperation,124,1400,0.08857142857142856
Criticize or denounce,"Reject plan, agreement to settle dispute",1004,1400,0.7171428571428572
Criticize or denounce,Appeal for release of persons or property,282,1400,0.20142857142857143
Criticize or denounce,Demand intelligence cooperation,107,1400,0.07642857142857143
Criticize or denounce,Threaten to impose curfew,2,1400,0.0014285714285714286
Criticize or denounce,Express intent to de-escalate military engagement,55,1400,0.039285714285714285
Criticize or denounce,"Defy norms, law",421,1400,0.3007142857142857
Criticize or denounce,Refuse to yield,132,1400,0.09428571428571429
Criticize or denounce,Appeal for easing of administrative sanctions,72,1400,0.05142857142857143
Criticize or denounce,Express intent to provide military protection or peacekeeping,62,1400,0.04428571428571428
Criticize or denounce,Provide military protection or peacekeeping,50,1400,0.03571428571428571
Criticize or denounce,"Declare truce, ceasefire",424,1400,0.3028571428571429
Criticize or denounce,"Impose embargo, boycott, or sanctions",827,1400,0.5907142857142857
Criticize or denounce,Appeal for target to allow international involvement (non-mediation),6,1400,0.004285714285714286
Criticize or denounce,"Threaten with sanctions, boycott, embargo",98,1400,0.07
Criticize or denounce,Appeal for military aid,201,1400,0.14357142857142857
Criticize or denounce,Appeal for rights,104,1400,0.07428571428571429
Criticize or denounce,Express intent to yield,65,1400,0.04642857142857143
Criticize or denounce,Demand policy change,4,1400,0.002857142857142857
Criticize or denounce,Appeal for aid,352,1400,0.25142857142857145
Criticize or denounce,Demand economic cooperation,0,1400,0.0
Criticize or denounce,Accede to demands for change in policy,12,1400,0.008571428571428572
Criticize or denounce,Appeal to yield,105,1400,0.075
Criticize or denounce,Reduce or stop economic assistance,273,1400,0.195
Criticize or denounce,"Refuse to ease economic sanctions, boycott, or embargo",61,1400,0.04357142857142857
Criticize or denounce,Reject economic cooperation,30,1400,0.02142857142857143
Criticize or denounce,Appeal for intelligence,1023,1400,0.7307142857142858
Criticize or denounce,Demand release of persons or property,31,1400,0.02214285714285714
Criticize or denounce,Demand settling of dispute,13,1400,0.009285714285714286
Criticize or denounce,"Demand change in institutions, regime",17,1400,0.012142857142857143
Criticize or denounce,Express intent to cooperate militarily,342,1400,0.24428571428571427
Criticize or denounce,Reject military cooperation,0,1400,0.0
Criticize or denounce,Veto,0,1400,0.0
Criticize or denounce,Threaten to halt negotiations,8,1400,0.005714285714285714
Criticize or denounce,Accede to demands for rights,42,1400,0.03
Criticize or denounce,"Return, release property",106,1400,0.07571428571428572
Criticize or denounce,Reject judicial cooperation,30,1400,0.02142857142857143
Criticize or denounce,Threaten non-force,112,1400,0.08
Criticize or denounce,Express intent to cooperate on intelligence,35,1400,0.025
Criticize or denounce,Reject request for military protection or peacekeeping,1,1400,0.0007142857142857143
Criticize or denounce,Appeal for military cooperation,0,1400,0.0
Criticize or denounce,Reject mediation,3,1400,0.002142857142857143
Criticize or denounce,Threaten with repression,20,1400,0.014285714285714285
Criticize or denounce,Reject request for economic aid,11,1400,0.007857142857142858
Criticize or denounce,"Express intent to change institutions, regime",9,1400,0.0064285714285714285
Criticize or denounce,Ease political dissent,15,1400,0.010714285714285714
Criticize or denounce,Demobilize armed forces,0,1400,0.0
Criticize or denounce,Demand easing of political dissent,1,1400,0.0007142857142857143
Criticize or denounce,Ease curfew,1,1400,0.0007142857142857143
Criticize or denounce,Conduct hunger strike,0,1400,0.0
Criticize or denounce,Halt mediation,1,1400,0.0007142857142857143
Criticize or denounce,Express intent to allow international involvement (non-mediation),0,1400,0.0
Criticize or denounce,Threaten to halt international involvement (non-mediation),0,1400,0.0
Criticize or denounce,"Reject request for change in institutions, regime",4,1400,0.002857142857142857
Criticize or denounce,"Use chemical, biological, or radiological weapons",2,1400,0.0014285714285714286
Criticize or denounce,Reject request for humanitarian aid,15,1400,0.010714285714285714
Criticize or denounce,Reject request or demand for political reform,1,1400,0.0007142857142857143
Criticize or denounce,Investigate war crimes,1,1400,0.0007142857142857143
Criticize or denounce,Engage in violent protest for policy change,0,1400,0.0
Criticize or denounce,Allow humanitarian access,0,1400,0.0
Make an appeal or request,Demand,23152,2601,8.901191849288734
Demand,Halt negotiations,177,676,0.2618343195266272
Demand,Express intent to settle dispute,171,676,0.2529585798816568
Demand,Give ultimatum,338,676,0.5
Demand,Demand diplomatic cooperation (such as policy support),335,676,0.49556213017751477
Demand,Demand material cooperation,37,676,0.05473372781065089
Demand,Impose state of emergency or martial law,1,676,0.0014792899408284023
Demand,Demand intelligence cooperation,84,676,0.1242603550295858
Demand,Threaten to impose curfew,0,676,0.0
Demand,Express intent to de-escalate military engagement,187,676,0.27662721893491127
Demand,"Obstruct passage, block",16,676,0.023668639053254437
Demand,Express intent to provide military protection or peacekeeping,31,676,0.04585798816568047
Demand,Provide military protection or peacekeeping,31,676,0.04585798816568047
Demand,"Impose embargo, boycott, or sanctions",325,676,0.4807692307692308
Demand,Appeal for target to allow international involvement (non-mediation),2,676,0.0029585798816568047
Demand,"Threaten with sanctions, boycott, embargo",43,676,0.06360946745562131
Demand,Appeal for rights,43,676,0.06360946745562131
Demand,Demand humanitarian aid,0,676,0.0
Demand,Express intent to yield,40,676,0.05917159763313609
Demand,Demand military aid,10,676,0.014792899408284023
Demand,Demand policy change,6,676,0.008875739644970414
Demand,Appeal for aid,401,676,0.5931952662721893
Demand,Demand economic cooperation,2,676,0.0029585798816568047
Demand,Accede to demands for change in policy,7,676,0.010355029585798817
Demand,Demand judicial cooperation,22,676,0.03254437869822485
Demand,Reduce or stop economic assistance,49,676,0.07248520710059171
Demand,"Refuse to ease economic sanctions, boycott, or embargo",10,676,0.014792899408284023
Demand,Appeal for intelligence,728,676,1.0769230769230769
Demand,Demand release of persons or property,13,676,0.019230769230769232
Demand,Demand settling of dispute,12,676,0.01775147928994083
Demand,Reject military cooperation,0,676,0.0
Demand,Veto,3,676,0.004437869822485207
Demand,Threaten to halt negotiations,2,676,0.0029585798816568047
Demand,Demand that target yields,41,676,0.060650887573964495
Demand,Accede to demands for rights,19,676,0.028106508875739646
Demand,"Return, release property",61,676,0.09023668639053255
Demand,Impose curfew,1,676,0.0014792899408284023
Demand,Reject judicial cooperation,14,676,0.020710059171597635
Demand,Express intent to cooperate on intelligence,10,676,0.014792899408284023
Demand,Reject request for military protection or peacekeeping,6,676,0.008875739644970414
Demand,Appeal for military cooperation,0,676,0.0
Demand,Reject request for economic aid,4,676,0.005917159763313609
Demand,"Express intent to change institutions, regime",7,676,0.010355029585798817
Demand,Demand easing of political dissent,1,676,0.0014792899408284023
Demand,Ease military blockade,3,676,0.004437869822485207
Demand,Ease curfew,0,676,0.0
Demand,Threaten to reduce or stop aid,3,676,0.004437869822485207
Demand,Demand material aid,1,676,0.0014792899408284023
Demand,Halt mediation,0,676,0.0
Demand,"Reject request for change in institutions, regime",0,676,0.0
Demand,Reject request for humanitarian aid,0,676,0.0
Demand,Reject request or demand for political reform,0,676,0.0
Demand,Allow humanitarian access,0,676,0.0
Praise or endorse,Express intent to engage in diplomatic cooperation (such as policy support),5474,1738,3.149597238204833
Praise or endorse,Express intent to cooperate,7264,1738,4.1795166858458
Praise or endorse,Sign formal agreement,4839,1738,2.784234752589183
Praise or endorse,Express intent to cooperate economically,294,1738,0.16915995397008055
Praise or endorse,Halt negotiations,246,1738,0.14154200230149597
Praise or endorse,Express intent to settle dispute,300,1738,0.17261219792865362
Praise or endorse,Give ultimatum,152,1738,0.08745684695051784
Praise or endorse,Engage in diplomatic cooperation,6114,1738,3.517836593785961
Praise or endorse,"Reject plan, agreement to settle dispute",203,1738,0.11680092059838895
Praise or endorse,Defend verbally,78,1738,0.04487917146144994
Praise or endorse,"Appeal for easing of economic sanctions, boycott, or embargo",0,1738,0.0
Praise or endorse,Reject request for change in leadership,0,1738,0.0
Praise or endorse,Express intent to de-escalate military engagement,197,1738,0.11334867663981588
Praise or endorse,Express intent to provide military protection or peacekeeping,99,1738,0.056962025316455694
Praise or endorse,Provide military protection or peacekeeping,715,1738,0.41139240506329117
Praise or endorse,Receive deployment of peacekeepers,169,1738,0.09723820483314154
Praise or endorse,"Declare truce, ceasefire",138,1738,0.07940161104718067
Praise or endorse,"Impose embargo, boycott, or sanctions",418,1738,0.24050632911392406
Praise or endorse,Appeal for target to allow international involvement (non-mediation),2,1738,0.0011507479861910242
Praise or endorse,"Ease economic sanctions, boycott, embargo",28,1738,0.01611047180667434
Praise or endorse,"Threaten with sanctions, boycott, embargo",39,1738,0.02243958573072497
Praise or endorse,Appeal for military aid,27,1738,0.015535097813578827
Praise or endorse,Appeal for rights,13,1738,0.007479861910241657
Praise or endorse,Demand humanitarian aid,0,1738,0.0
Praise or endorse,Demand military aid,2,1738,0.0011507479861910242
Praise or endorse,Demand economic cooperation,0,1738,0.0
Praise or endorse,"Express intent to ease economic sanctions, boycott, or embargo",1,1738,0.0005753739930955121
Praise or endorse,Reduce or stop economic assistance,66,1738,0.0379746835443038
Praise or endorse,"Refuse to ease economic sanctions, boycott, or embargo",4,1738,0.0023014959723820483
Praise or endorse,Receive inspectors,5,1738,0.0028768699654775605
Praise or endorse,Reject economic cooperation,17,1738,0.009781357882623706
Praise or endorse,Demand settling of dispute,1,1738,0.0005753739930955121
Praise or endorse,"Demand change in institutions, regime",7,1738,0.004027617951668585
Praise or endorse,Express intent to cooperate militarily,98,1738,0.05638665132336018
Praise or endorse,Reject military cooperation,1,1738,0.0005753739930955121
Praise or endorse,Veto,592,1738,0.34062140391254314
Praise or endorse,Threaten to halt negotiations,18,1738,0.010356731875719217
Praise or endorse,Reduce or stop material aid,7,1738,0.004027617951668585
Praise or endorse,Reject judicial cooperation,0,1738,0.0
Praise or endorse,Express intent to cooperate on intelligence,8,1738,0.004602991944764097
Praise or endorse,Reduce or stop military assistance,18,1738,0.010356731875719217
Praise or endorse,Reject request for military protection or peacekeeping,10,1738,0.005753739930955121
Praise or endorse,Appeal for military cooperation,1,1738,0.0005753739930955121
Praise or endorse,Reject mediation,39,1738,0.02243958573072497
Praise or endorse,Demand easing of political dissent,0,1738,0.0
Praise or endorse,Threaten to reduce or stop aid,10,1738,0.005753739930955121
Praise or endorse,Engage in mass expulsion,0,1738,0.0
Praise or endorse,Express intent to allow international involvement (non-mediation),1,1738,0.0005753739930955121
Praise or endorse,Threaten to halt international involvement (non-mediation),0,1738,0.0
Praise or endorse,"Use chemical, biological, or radiological weapons",9,1738,0.005178365937859608
Praise or endorse,Reject request for humanitarian aid,1,1738,0.0005753739930955121
Praise or endorse,Reject request or demand for political reform,0,1738,0.0
Praise or endorse,Reject request for policy change,2,1738,0.0011507479861910242
Praise or endorse,Allow humanitarian access,0,1738,0.0
Express intent to meet or negotiate,Make optimistic comment,10447,3071,3.401823510257245
Make an appeal or request,Make optimistic comment,10834,2601,4.165321030372933
Make optimistic comment,Express intent to cooperate,4777,442,10.807692307692308
Make optimistic comment,Halt negotiations,253,442,0.5723981900452488
Make optimistic comment,Express intent to settle dispute,235,442,0.5316742081447964
Make optimistic comment,Threaten to impose curfew,0,442,0.0
Make optimistic comment,Express intent to de-escalate military engagement,147,442,0.332579185520362
Make optimistic comment,Provide military protection or peacekeeping,10,442,0.02262443438914027
Make optimistic comment,"Declare truce, ceasefire",94,442,0.21266968325791855
Make optimistic comment,Demand humanitarian aid,0,442,0.0
Make optimistic comment,Demand policy change,2,442,0.004524886877828055
Make optimistic comment,Appeal for aid,174,442,0.3936651583710407
Make optimistic comment,Demand economic cooperation,0,442,0.0
Make optimistic comment,Reduce or stop economic assistance,52,442,0.11764705882352941
Make optimistic comment,"Refuse to ease economic sanctions, boycott, or embargo",7,442,0.01583710407239819
Make optimistic comment,Reject economic cooperation,10,442,0.02262443438914027
Make optimistic comment,Demand settling of dispute,8,442,0.01809954751131222
Make optimistic comment,Reject military cooperation,0,442,0.0
Make optimistic comment,Veto,112,442,0.25339366515837103
Make optimistic comment,Threaten to halt negotiations,2,442,0.004524886877828055
Make optimistic comment,Reject judicial cooperation,3,442,0.006787330316742082
Make optimistic comment,Express intent to cooperate on intelligence,4,442,0.00904977375565611
Make optimistic comment,Reject request for military protection or peacekeeping,1,442,0.0022624434389140274
Make optimistic comment,Appeal for military cooperation,0,442,0.0
Make optimistic comment,Reject mediation,4,442,0.00904977375565611
Make optimistic comment,Threaten with repression,10,442,0.02262443438914027
Make optimistic comment,"Express intent to change institutions, regime",6,442,0.013574660633484163
Make optimistic comment,Ease curfew,0,442,0.0
Make optimistic comment,Threaten to reduce or stop aid,9,442,0.020361990950226245
Make optimistic comment,Halt mediation,0,442,0.0
Make optimistic comment,Express intent to allow international involvement (non-mediation),0,442,0.0
Make optimistic comment,"Reject request for change in institutions, regime",0,442,0.0
Make optimistic comment,Reject request for humanitarian aid,1,442,0.0022624434389140274
Make an appeal or request,Threaten,5535,2601,2.1280276816608996
Threaten,Give ultimatum,218,230,0.9478260869565217
Threaten,Reject request for change in leadership,0,230,0.0
Threaten,Express intent to de-escalate military engagement,212,230,0.9217391304347826
Threaten,"Obstruct passage, block",30,230,0.13043478260869565
Threaten,"Impose embargo, boycott, or sanctions",244,230,1.0608695652173914
Threaten,Appeal for target to allow international involvement (non-mediation),0,230,0.0
Threaten,"Threaten with sanctions, boycott, embargo",24,230,0.10434782608695652
Threaten,Engage in mass killings,0,230,0.0
Threaten,Demand humanitarian aid,0,230,0.0
Threaten,Accede to demands for rights,41,230,0.1782608695652174
Threaten,Reject request for military protection or peacekeeping,0,230,0.0
Threaten,"Express intent to change institutions, regime",9,230,0.0391304347826087
Threaten,Ease military blockade,3,230,0.013043478260869565
Threaten,Ease curfew,0,230,0.0
Threaten,Carry out roadside bombing,1,230,0.004347826086956522
Threaten,Express intent to allow international involvement (non-mediation),0,230,0.0
Threaten,"Reject request for change in institutions, regime",0,230,0.0
Threaten,Reject request for humanitarian aid,1,230,0.004347826086956522
Threaten,Investigate war crimes,0,230,0.0
Threaten,Allow humanitarian access,0,230,0.0
Express intent to meet or negotiate,Make pessimistic comment,7478,3071,2.43503744708564
Make an appeal or request,Make pessimistic comment,12144,2601,4.668973471741638
Make pessimistic comment,Express intent to settle dispute,304,278,1.0935251798561152
Make pessimistic comment,Impose state of emergency or martial law,7,278,0.025179856115107913
Make pessimistic comment,Ease state of emergency or martial law,2,278,0.007194244604316547
Make pessimistic comment,Threaten to impose curfew,0,278,0.0
Make pessimistic comment,Express intent to de-escalate military engagement,98,278,0.35251798561151076
Make pessimistic comment,Express intent to provide military protection or peacekeeping,25,278,0.08992805755395683
Make pessimistic comment,Provide military protection or peacekeeping,169,278,0.6079136690647482
Make pessimistic comment,Receive deployment of peacekeepers,6,278,0.02158273381294964
Make pessimistic comment,"Impose embargo, boycott, or sanctions",39,278,0.14028776978417265
Make pessimistic comment,Appeal for target to allow international involvement (non-mediation),1,278,0.0035971223021582736
